,hashtag,hashtag_class,true_segmentation
7687,столичномотделениипочты_центре,3,000000001000000001000011000001
7688,погоновоВоронежской_Некоторым,1,00000001000000000011000000001
7689,встречиабитуриентамиГода_задержано,1,0000001000000000000100011000000001
7690,работадевушкажелаем_километров,3,000001000000100000110000000001
7691,западестолицы_Органов,3,000001000000110000001
7692,почтовыхотделения_Ответственность,3,000000010000000011000000000000001
7693,состоялосьторжественноеМероприятие_Справился,1,00000000010000000000001000000000011000000001
7694,РЙЩГЩ_686,0,000011001
7695,ПервогоКаналаСайте_общероссийская,2,000000100000100001100000000000001
7696,БесперебойногоДвиженияТранспорта_открывая,2,00000000000001000000010000000001100000001
7697,ПропагандыБезопасности_клиенту,2,000000000100000000000110000001
7698,приоритетныхнаправлений_0759,3,0000000000010000000000110001
7699,наканунедня_страницах,3,000000010011000000001
7700,управленияморально_39,3,000000000100000001101
7701,Даты_Кантемировской,2,0001100000000000001
7702,КДЗЗА_7875,0,0000110001
7703,высшемуровне_труд,3,00000100000110001
7704,предприятийоборонно_801,3,00000000001000000011001
7705,ВЕППЙ_Знания,0,000011000001
7706,ГосавтоинспекцииМосквы_Наезд,2,0000000000000001000001100001
7707,Стола_знаки,1,00001100001
7708,независимости_31,0,0000000000001101
7709,дорожныйПатруль_ребят,1,000000010000001100001
7710,размером_поселков,0,00000001100000001
7711,сотрудникиполициизападного_Расследовании,3,0000000001000000100000000110000000000001
7712,Международного_336,1,000000000000011001
7713,ооо_582,0,0011001
7714,фонда_3833,0,0000110001
7715,Приеме_288,2,0000011001
7716,ЛучшийУрок_Совместного,2,0000010001100000000001
7717,ДФЦДЮ_64,0,00001101
7718,ДЮЧИ_Попадает,0,0001100000001
7719,нескольковыстрелов_3,3,00000000100000000111
7720,НЗЩ_30,0,001101
7721,ремнейбезопасности_Славы,3,000001000000000001100001
7722,родамавиациибудут_улично,3,000010000001000011000001
7723,которыепомогутзащитить_энгельс,3,000000100000010000000110000001
7724,добровольное_Веса,0,00000000000110001
7725,НФХФК_8815,0,0000110001
7726,Аэродромов_Индивидуальных,2,0000000001100000000000001
7727,ПЦР_Восстановление,0,001100000000000001
7728,мчсмчсроссиисотрудники_силе,3,001000000001000000000110001
7729,пожарноспасательнойтехники_решаются,3,00000010000000000010000001100000001
7730,качественно_799,0,000000000011001
7731,кинологическойслужбыувд_общественныйсовет,3,00000000000001000001001100000000000000001
7732,государственногооборонногозаказа_Подробнее,3,000000000000000100000000010000011000000001
7733,конвертыоткрытки_семейные,3,0000000100000001100000001
7734,сотрудникамистоличнойполиции_расширении,3,000000000001000000001000000110000000001
7735,враждующихСторон_Натальи,1,000000000100000110000001
7736,ЛРЩЯ_Дедушке,0,000110000001
7737,ГХЯБ_82,0,0001101
7738,движениеавтотранспорта_аш,3,0000000100000000000001101
7739,ОтметилГлава_52,2,000000100001101
7740,проявленныеисполнениислужебного_оборудования,3,00000000001000000000100000000011000000000001
7741,условногопротивникаХоде_Мста,1,0000000010000000001000110001
7742,ПолицейскиеСевероВосточного_макаров,2,00000000001000001000000000110000001
7743,ФлотовКаспийскойФлотилии_убедительной,2,0000010000000001000000011000000000001
7744,единая_Село,0,00000110001
7745,клиентовпочтыроссии_весенним,3,0000000100001000001100000001
7746,ЧТТЗ_930,0,00011001
7747,которыепомогутзащитить_Удара,3,0000001000000100000001100001
7748,психологическойпомощимчс_Килограмм,3,0000000000000010000010011000000001
7749,ХШТУ_9662,0,000110001
7750,способность_79,0,00000000001101
7751,ЛХЙ_фактически,0,00110000000001
7752,ПодробностиЧитайте_85,2,000000000010000001101
7753,совместнооперативникамиОэбипк_коллегами,1,000000001000000000000010000011000000001
7754,БПЖПЦ_2547,0,0000110001
7755,Уведомление_Сложную,2,0000000000110000001
7756,юга_Гузь,0,00110001
7757,сирийскойармии_Присягу,3,0000000010000110000001
7758,установленолетний_1486,3,0000000000100000110001
7759,КТНЦ_Верховного,0,000110000000001
7760,ХПК_64,0,001101
7761,разыскиваетпропавшеговести_наладить,3,00000000001000000000100001100000001
7762,газетапетровкамвдроссии_тяжелой,3,0000010000000100000000110000001
7763,подготовлена_8,0,00000000000111
7764,дорожнотранспортногоПроисшествия_имуществом,1,0000001000000000000100000000000110000000001
7765,ЩПЧМШ_благодарностями,0,000011000000000000001
7766,ЕЭД_популярной,0,00110000000001
7767,ДесантноШтурмовой_Дежурного,2,000000010000000011000000001
7768,территорий_29,0,0000000001101
7769,ценныевещи_9,3,000001000111
7770,совершеннобесплатно_6,3,000000000100000000111
7771,новостипрофилактика_Уб,3,0000001000000000001101
7772,маленькаяспасеннаяжизньмчс_работала,3,00000000000000000000001001100000001
7773,эльбрусскоекольцо_Принят,3,000000000010000011000001
7774,россиирайонуКоньково_Костюм,1,000001000001000000011000001
7775,ФотоМчсМчсроссии_Фз,2,0001001000000001101
7776,ОперативникиУвд_7,2,00000000000100111
7777,главноеуправлениемвд_награжден,3,000000100000000010011000000001
7778,начальникагенеральногоштаба_Огневом,3,00000000010000000000010000110000001
7779,Пола_550,2,00011001
7780,фактуХищения_8,1,00001000000111
7781,объявитьИмена_219,1,00000001000011001
7782,договоренность_лужский,0,0000000000000110000001
7783,опорныеПункты_Состоялось,1,000000100000110000000001
7784,управлениистоличнойполиции_Давыдково,3,000000000100000000100000011000000001
7785,полнымСписком_Вся,1,00000100000011001
7786,БоевойСтрельбой_ко,2,000001000000001101
7787,периодическихпечатных_Женщины,3,00000000000010000000110000001
7788,Воде_Номинациях,1,000110000000001
7789,ГЧЯВ_3535,0,000110001
7790,ВЮДЦ_челябинского,0,00011000000000001
7791,КВХ_22,0,001101
7792,служебнойдеятельности_2238,3,00000000100000000000110001
7793,ЛенинградскойОбласти_таможенной,2,0000000000001000000110000000001
7794,неба_проверяют,0,00011000000001
7795,МЭЩЧ_Велосипедистов,0,0001100000000000001
7796,видеподписки_141,3,0001000000011001
7797,ЯМР_8095,0,00110001
7798,сетипочтовыхотделений_стоимости,3,0001000000010000000011000000001
7799,крушениясамолета_Номер,3,0000000100000001100001
7800,ХХЭД_38,0,0001101
7801,СергейШойгуПрибыл_дежурных,2,00000100001000001100000001
7802,ДобраРамках_Гсу,2,000010000011001
7803,средствамиобъективногоконтроля_Фильма,3,0000000001000000000001000000011000001
7804,ЯТЩ_3,0,00111
7805,ДвиженияСтрогоВыполнять_главе,2,00000001000001000000001100001
7806,сотрудникимвдроссии_ледокола,3,0000000001001000001100000001
7807,ЦентральногоФедеральногоОкруга_Средний,2,00000000000100000000000100000110000001
7808,маскировки_Культуре,0,0000000001100000001
7809,ПБИА_Искали,0,00011000001
7810,ЭПЯ_Отправитель,0,001100000000001
7811,новостикража_702,3,0000001000011001
7812,ШГЩГ_акцент,0,00011000001
7813,ШДЩТН_1,0,0000111
7814,организованнойгруппы_Австрии,3,0000000000000100000110000001
7815,хищенииРублей_9,1,000000100000111
7816,ВУВ_Вулкана,0,00110000001
7817,очередная_4404,0,00000000110001
7818,ВзрывныхЗаграждений_Юными,2,0000000100000000001100001
7819,начальникауправленияохраны_Разобрали,3,000000000100000000010000011000000001
7820,ИСР_Добра,0,001100001
7821,ГЩФ_Использует,0,00110000000001
7822,ББЧЖ_фрунзенской,0,0001100000000001
7823,СпасательныхОперациях_5746,2,00000000000100000000110001
7824,практически_0660,0,0000000000110001
7825,Председателем_председателя,1,00000000000011000000000001
7826,горном_Жилища,0,0000011000001
7827,военнослужащихвнутреннихвойск_Новгорода,3,000000000000010000000001000011000000001
7828,ЗЦГХ_клуб,0,000110001
7829,средствСотрудники_Дипломатических,1,000000100000000011000000000000001
7830,задержалиженщину_006,3,00000000100000011001
7831,МчсроссииМаленькаяспасеннаяжизнь_1,2,0000000010000000000000000000000111
7832,любоевремясуток_лавину,3,0000100001000011000001
7833,октябрягодамвд_Способствуют,3,000000100010011000000000001
7834,Мотострелковых_701,2,000000000000011001
7835,материальнуюпомощь_управляемыми,3,0000000000010000011000000000001
7836,мароксоставляет_645,3,0000100000000011001
7837,ЧШНГШ_подходы,0,0000110000001
7838,плющихаперекресткаНовоконюшенным_боевой,1,000000100000000001000000000000011000001
7839,подразделенийморскойпехоты_Поселков,3,00000000000010000001000001100000001
7840,ликвидацииПриродных_деятельность,1,00000000010000000011000000000001
7841,военногоучилища_лагеря,3,0000000100000011000001
7842,ФактамВозбужденыУголовные_Курьера,2,000001000000000100000000110000001
7843,юрийтитовходе_Отличившимся,3,00010000100011000000000001
7844,ГрабежеМвдМвдроссии_произошедшего,2,000000100100000000110000000000001
7845,наверное_19,0,00000001101
7846,заказноеПисьмо_5244,1,0000000100000110001
7847,крым_4,0,000111
7848,рек_Посетителей,0,001100000000001
7849,пресеклидеятельностьорганизованной_отправителю,3,0000000100000000000100000000000001100000000001
7850,ВБХШ_удобным,0,000110000001
7851,Товары_2126,2,00000110001
7852,принялиучастиеОколо_открытию,1,0000001000000100001100000001
7853,январягодамвд_водителем,3,00000100010011000000001
7854,полицейскиеувдЮао_Группировки,1,00000000001001001100000000001
7855,различногоназначения_Имеющие,3,0000000001000000000110000001
7856,друзьямродным_457,3,00000010000011001
7857,елкаполицейскийдедморозсотрудники_предусмотрена,3,00010000000000000000001000000000110000000000001
7858,ЮМДРТ_Спасательными,0,0000110000000000001
7859,руководительглавногоуправления_Оперативных,3,000000000001000000010000000001100000000001
7860,ДекабряГодаМвд_Героям,2,000000100010011000001
7861,ВертолетовАрмейскойАвиации_инструментов,2,000000000100000000100000011000000000001
7862,ДальневосточногоВысшегоОбщевойскового_вторым,2,00000000000000010000001000000000000011000001
7863,преступленийСвязанных_147,1,0000000000010000000011001
7864,сотрудникамиполиции_учебные,3,000000000001000000110000001
7865,почтовогообмена_Активной,3,000000001000001100000001
7866,участникиКонкурса_разъяснительную,1,000000001000000011000000000000001
7867,БарановЗаместительНачальника_Крещение,2,0000001000000000010000000001100000001
7868,ОбнаруженыИзъяты_ранга,2,0000000001000001100001
7869,ЛГЗ_2133,0,00110001
7870,обвинениеинкриминируемом_олимпийские,3,000000001000000000000001100000000001
7871,адресполучателя_Уходящем,3,000010000000001100000001
7872,интернатовдомовпрестарелых_Дерево,3,000000000100001000000000011000001
7873,отделенияпочтовойсвязи_Принес,3,00000000100000001000011000001
7874,ОперацииЗаслон_Активные,2,00000001000001100000001
7875,группировкиИгил_6,1,00000000001000111
7876,армииимениалександрова_фасад,3,0000100001000000000001100001
7877,иностранныхгосударств_029,3,0000000000100000000011001
7878,АвиацииТихоокеанского_735,2,0000001000000000000011001
7879,бригадысеверногофлота_Сложной,3,00000010000000010000110000001
7880,УправленияИнформации_194,2,000000000100000000011001
7881,генералмайораполиции_соблюдения,3,0000001000001000000110000000001
7882,обеспечениябезопасностиКомплексная_Отмечаем,1,0000000000100000000000100000000001100000001
7883,подозреваемуюмошенничестве_79,3,00000000000010000000000001101
7884,ШЦЮ_3819,0,00110001
7885,петровкамвдроссиипетровка_береговой,3,00000001000000001000000011000000001
7886,времясотрудникиполиции_Способствовать,3,0000100000000010000001100000000000001
7887,мто_Экспертно,0,0011000000001
7888,письмодианеАрбениной_Ребятам,1,0000010000100000000110000001
7889,НовогоднееПредставление_09,2,00000000010000000000001101
7890,потреблениянаркотическихСредств_Образовательном,1,00000000001000000000000100000011000000000000001
7891,событиянеделиНовости_развития,1,00000010000010000001100000001
7892,подведеныитоги_коллектив,3,000000001000011000000001
7893,Обращаться_кинологов,2,00000000011000000001
7894,морскойдесант_1,3,000000100000111
7895,мчсмчсроссиималенькаяспасеннаяжизнь_Круглый,3,0010000000010000000000000000000000110000001
7896,поступает_александрович,0,00000000110000000000001
7897,ВойскСтратегическогоНазначения_изъято,2,0000100000000000000100000000011000001
7898,ЗАТ_Обучению,0,001100000001
7899,АЮНШЗ_3697,0,0000110001
7900,соблюденияправилдорожного_Другим,3,00000000010000010000000011000001
7901,времяучения_стратегически,3,0000100000110000000000001
7902,александрполовинка_полугодии,3,0000000010000000011000000001
7903,БШЯ_95,0,001101
7904,товарного_ценным,0,0000000011000001
7905,сотрудниковдорожноПатрульной_Собственности,1,000000000010000001000000000110000000000001
7906,военногокомандного_Камчатки,3,000000010000000001100000001
7907,еврейскойавтономнойобласти_Высоким,3,0000000010000000001000000110000001
7908,КВС_Растет,0,0011000001
7909,летнийМосквич_Армейской,1,00000100000011000000001
7910,москвесостоялосьТоржественное_Образованию,1,00000100000000010000000000001100000000001
7911,Нелегкий_0775,2,0000000110001
7912,ЯЕЧ_2,0,00111
7913,неизвестногосолдата_Сроком,3,00000000000100000011000001
7914,войсксил_Лввпу,3,00001001100001
7915,материаломВыпускника_Работающих,1,0000000001000000000110000000001
7916,Собственном_стихией,2,0000000000110000001
7917,собственнойбезопасности_Имеющихся,3,000000000010000000000011000000001
7918,федерациигенералПолковник_Плохой,1,00000000100000010000000011000001
7919,Детского_Знамени,2,0000000110000001
7920,ввспво_узнали,3,0010011000001
7921,АЯТ_14,0,001101
7922,ЗадержалиДвоихМолодых_Незаконную,2,00000000100001000000110000000001
7923,ИнтереснознатьМаркиФилателия_Считается,2,00000000000001000010000000011000000001
7924,армейскаяавиациявертолеты_92,3,0000000000000001000000001101
7925,ноябрягода_Служб,3,0000010001100001
7926,переходитьпроезжуюЧасть_Алагяз,1,000000000100000001000011000001
7927,управленияМорально_544,1,0000000001000000011001
7928,петровкасми_369,3,000000010011001
7929,ТЧДЦН_Крепости,0,00001100000001
7930,Московским_сорок,1,0000000001100001
7931,памятникупожарнымСпасателям_обоих,1,000000001000000010000000001100001
7932,Медали_0048,1,00000110001
7933,движенияроссийской_Поздравлениями,3,000000010000000001100000000000001
7934,Поставлены_8063,1,000000000110001
7935,АВЯЮШ_Нестерова,0,000011000000001
7936,россииниколайПодгузов_упустите,1,000001000000100000001100000001
7937,ЩОУ_121,0,0011001
7938,высшеговоенногоКомандного_Анне,1,000000100000001000000000110001
7939,Гарнизон_8,1,0000000111
7940,ВАР_666,0,0011001
7941,мвдпетровкановости_главпочтамт,3,001000000010000001100000000001
7942,родителей_8868,0,00000000110001
7943,владимираколокольцева_Заказного,3,0000000010000000000011000000001
7944,АварийноСпасательные_6,2,0000000100000000000111
7945,СЩФГ_0179,0,000110001
7946,направленныеустановлениеРозыск_мясницкой,1,0000000000010000000000010000011000000001
7947,Готово_Алмаз,1,000001100001
7948,ДорожноПатрульнойСлужбы_ящикам,2,000000100000000010000011000001
7949,Крылатой_Бомб,1,0000000110001
7950,Своё_1370,1,000110001
7951,СлужбыВойскНациональной_исторический,2,000001000010000000000011000000000001
7952,филиалыпочтыроссии_Плановый,3,000000100001000001100000001
7953,ИмиОказалисьРанее_Стенды,2,001000000001000011000001
7954,ногами_Считает,0,00000110000001
7955,ОбщественногоСовета_0,2,000000000000100000111
7956,рабочемМесте_Имела,1,000000100001100001
7957,лотерей_57,0,0000001101
7958,ФХЮБ_4556,0,000110001
7959,сократитьвремяДоставки_Получив,1,000000001000010000000110000001
7960,ПросьбойПредельно_Должны,2,000000010000000011000001
7961,Заключением_женщин,1,000000000011000001
7962,РамкахАкцииМарта_Номерами,2,0000010000100001100000001
7963,миром_016,0,000011001
7964,Учебные_Протяженностью,1,0000001100000000000001
7965,ФХШГЛ_9,0,0000111
7966,полицииувдюао_марка,3,0000001001001100001
7967,спасательныхоперацийособого_Александровна,3,00000000000100000001000000110000000000001
7968,ПереходитьДорогу_отделением,2,000000000100000110000000001
7969,волкмвдроссиипетровка_исполнилось,3,000100000000100000001100000000001
7970,ЕНЕ_6,0,00111
7971,Населением_Две,2,00000000011001
7972,июлегода_доставила,3,000100011000000001
7973,ЙЧОЮ_прочность,0,00011000000001
7974,коммерческихорганизаций_1026,3,0000000000010000000000110001
7975,пресечено_разработал,0,00000000110000000001
7976,итогамсоревнований_975,3,0000010000000000011001
7977,иринаволкМвдроссии_Страж,1,000010001000000001100001
7978,КодовоеСловоКоторое_Шла,2,00000010000100000011001
7979,розыскаувдЮао_следуя,1,00000010010011000001
7980,прошлаВстреча_Севастополю,1,0000010000001100000000001
7981,личныйсоставувд_фигуры,3,0000010000010011000001
7982,НастоящееВремяПроводится_альбоме,2,00000000100001000000000110000001
7983,пучковпроверил_прошёл,3,000001000000011000001
7984,НахимовскогоВоенноМорского_фронтах,2,0000000000010000010000000110000001
7985,ЧБЛЦ_Огнестрельного,0,0001100000000000001
7986,детскийцентрАртек_организация,1,00000010000100001100000000001
7987,ОперативноРазыскных_творческой,2,000000000100000000110000000001
7988,началось_Работали,0,00000001100000001
7989,коллегамиУвд_10,1,000000001001101
7990,видовродоввойск_психолог,3,000010000100001100000001
7991,провелимастеркласс_Крайне,3,0000001000001000011000001
7992,ТБХ_Правилами,0,0011000000001
7993,центру_68,0,000001101
7994,количествоЛайков_Час,1,00000000010000011001
7995,представительницпрекрасногопола_составляющей,3,00000000000000010000000000100011000000000001
7996,оперативникамиУвд_Особый,1,000000000000010011000001
7997,служебнойбоевойПодготовке_Русский,1,000000001000001000000000110000001
7998,батальонадпсгибдд_завершить,3,000000001001000011000000001
7999,морскойпарад_37,3,000000100001101
8000,ДальнейВоенноТранспортной_Советская,2,00000010000010000000000011000000001
8001,ГОБ_ценностью,0,0011000000001
8002,столицыСотрудники_Ведомств,1,00000010000000001100000001
8003,походе_Наземного,0,0000011000000001
8004,БЛЗМ_Пожалуй,0,000110000001
8005,Музейно_Детском,2,000000110000001
8006,розыскрозыскпропавшей_Валентин,3,000001000001000000001100000001
8007,торжественнойцеремонииоткрытия_Придя,3,000000000000100000000100000001100001
8008,ЛУЧГ_молодая,0,000110000001
8009,ПредусмотренногоЧастьюСтатьи_Несчастных,2,000000000000000100000100000110000000001
8010,данномуфактуГсу_Обращаются,1,00000010000100110000000001
8011,следственныедействиянаправленные_традиционных,3,000000000001000000010000000000011000000000001
8012,Уникальное_Открытой,2,0000000001100000001
8013,посколькуИменно_5,1,00000000100000111
8014,казахстанекитаеполигоне_рисунков,3,00000000010000100000001100000001
8015,днямосковскомглавпочтамте_ждём,3,001000000000100000000000110001
8016,КТШ_частичку,0,001100000001
8017,КИЭЧЮ_38,0,00001101
8018,значение_36,0,00000001101
8019,москвеместо_Сексуального,3,000001000011000000000001
8020,ФРЛ_3,0,00111
8021,музыкальногоучилища_888,3,00000000000100000011001
8022,ХищенииДенежныхСредств_Рождеством,2,000000100000001000000110000000001
8023,Красноярского_статистике,1,000000000000110000000001
8024,пропуска_услугам,0,0000000110000001
8025,ветерановувд_78,3,000000001001101
8026,мероприятияследственныеДействия_ход,1,00000000001000000000001000000011001
8027,пресечениявидезаключения_филателистам,3,0000000001000100000000011000000000001
8028,военноморскихсил_Фактах,3,00000100000010011000001
8029,ААОЖ_вносят,0,00011000001
8030,резкогоТорможения_единую,1,000000100000000011000001
8031,ЦЯУ_Депутаты,0,001100000001
8032,ДобросовестноеВыполнениеСлужебных_осмотреть,2,0000000000000100000000010000000011000000001
8033,Дедушке_аквабайк,1,0000001100000001
8034,прикладнымвидамСпорта_различного,1,00000000010000100000110000000001
8035,инспекторгибдд_Девочки,3,0000000010000110000001
8036,современныеобразцы_флоту,3,000000000010000001100001
8037,выпускниквузаРассказал_узнайте,1,000000001000100000000110000001
8038,участникиорганизованной_Факторов,3,00000000100000000000001100000001
8039,соответствиидействующим_522,3,000000000001000000000011001
8040,подозреваемаязадержанапорядке_Наводнения,3,0000000000001000000001000000110000000001
8041,российскойфедерациисотрудники_Уходящем,3,00000000010000000010000000001100000001
8042,государствчленоводкб_Получению,3,000000000100000100011000000001
8043,источник_0690,0,0000000110001
8044,ПожарнойОхраны_9,2,0000000100000111
8045,Началу_акции,1,000001100001
8046,МосковскомУниверситете_57,2,0000000001000000000001101
8047,КЕЯЕ_64,0,0001101
8048,НВХН_6,0,000111
8049,УАЮЧ_42,0,0001101
8050,ПросьбойЗвонитьТелефону_педагогов,2,000000010000001000000011000000001
8051,ЕРТГ_921,0,00011001
8052,поздравляет_52,0,00000000001101
8053,отделаполиции_52,3,0000010000001101
8054,БоксуКубок_0,2,000010000111
8055,РебятаУзнали_Техногенного,2,0000010000011000000000001
8056,специальномразделе_Отделением,3,00000000001000000110000000001
8057,которойнаходились_6,3,0000001000000000111
8058,МчсРоссииРеспублике_найден,2,00100000100000000011000001
8059,КГРР_конференции,0,0001100000000001
8060,почему_233,0,0000011001
8061,пвоусловногопротивника_Беду,3,001000000001000000000110001
8062,телефонгорячейлинии_Нами,3,000000100000010000110001
8063,военныхПолицейских_Концертном,1,00000010000000000110000000001
8064,ФЛР_1488,0,00110001
8065,олегбарановПоблагодарил_пакистан,1,00010000001000000000001100000001
8066,днясоздания_3743,3,0010000000110001
8067,эльбрусскоекольцоарми_продолжает,3,00000000001000001000110000000001
8068,ВОЕФ_предоставляется,0,00011000000000000001
8069,ЛогистическийЦентрВнуково_тема,2,000000000000100001000000110001
8070,Ограничения_08,1,00000000001101
8071,исполнителей_7041,0,00000000000110001
8072,имениалександрова_2394,3,0000100000000000110001
8073,Юге_171,2,0011001
8074,сегоднярамкахсерии_Министр,3,00000010000010000110000001
8075,Гранатометов_Конкурсантов,2,0000000000011000000000001
8076,россиибуднимчсМчс_Увеличения,1,0000010000000100110000000001
8077,добровольноепожарноеобщество_батарей,3,000000000001000000010000000110000001
8078,Похитила_84,2,00000001101
8079,авиабазыморскойавиации_размещение,3,000000010000001000000110000000001
8080,центрауправления_3860,3,000001000000000110001
8081,СотрудниковПолиции_Горячую,2,00000000001000000110000001
8082,ретроавтомобилей_российскими,3,0000100000000001100000000001
8083,восточномберегуЕвфрата_Лодка,1,0000000010000010000001100001
8084,посылкимелкие_Гражданам,3,00000010000011000000001
8085,ВШНЖЮ_43,0,00001101
8086,начальникотделаВопросам_Отряд,1,00000000100000100000001100001
8087,Годовщиной_4495,2,000000000110001
8088,ЯПБСЖ_527,0,000011001
8089,заседаниерабочейгруппы_Результата,3,000000001000000100000110000000001
8090,ЙНВ_64,0,001101
8091,автотранспорта_866,0,000000000000011001
8092,Сборной_зеленые,1,000000110000001
8093,ЮГХО_786,0,00011001
8094,работадевушкаЖелаем_носителя,1,0000010000001000001100000001
8095,ждемпочтароссии_катя,3,00010000000000110001
8096,ФАГМ_052,0,00011001
8097,ПКАЩМ_295,0,000011001
8098,выразили_Наследия,0,00000001100000001
8099,газетыпетровкаМарта_Предусмотренное,1,00000100000001000011000000000000001
8100,авиационныхсухопутныхчастей_Сократить,3,0000000000100000000010000011000000001
8101,МашинПехоты_8157,2,0000100000110001
8102,акциях_Рисунок,0,00000110000001
8103,Должность_6490,1,00000000110001
8104,времяотношении_действия,3,00001000000001100000001
8105,ШАЦА_0,0,000111
8106,ЭХЖЯ_креста,0,00011000001
8107,членовобщественногоСовета_гордиться,1,00000100000000000010000011000000001
8108,ЗалеУправления_5396,2,0001000000000110001
8109,центральномОкруге_мог,1,000000000010000011001
8110,москвеСофья_283,1,000001000011001
8111,олимпийскогокомплекса_452,3,0000000000010000000011001
8112,обнаружения_32,0,00000000001101
8113,ЙИВ_780,0,0011001
8114,Деяния_21,2,000001101
8115,РакетногоСоединения_4,2,000000001000000000111
8116,ОКШХТ_добровольных,0,000011000000000001
8117,странмира_6,3,00001000111
8118,подозреваемыхсерииКвартирных_Огнеборцев,1,000000000000100001000000000110000000001
8119,девчонки_Мэра,0,0000000110001
8120,ПриложенииПочты_222,2,0000000001000011001
8121,членсоветаветеранов_городах,3,000100000100000000110000001
8122,ГЯЕД_Рюкзаки,0,000110000001
8123,президентроссиивладимир_укрепление,3,0000000010000010000000110000000001
8124,заходите_5757,0,0000000110001
8125,ДеятельностиСтоличной_продуктов,2,0000000000010000000011000000001
8126,Знаменитая_1400,2,000000000110001
8127,ЕЧПЕЭ_важность,0,00001100000001
8128,служебнойсобакой_70,3,0000000010000001101
8129,полицияработайтебратья_возникает,3,00000010000000000000011000000001
8130,тысячпочтовых_бронетехнику,3,00001000000011000000000001
8131,спортамеждународногоКласса_жители,1,000001000000000000010000011000001
8132,республикикоми_ассоциация,3,0000000001000110000000001
8133,ходетактико_5720,3,0001000000110001
8134,ПетровкаСми_18,2,00000001001101
8135,минобороныюво_5,3,000000000100111
8136,ликвидацииприродных_Транспорта,3,000000000100000000110000000001
8137,ЖАФЗХ_дошло,0,00001100001
8138,государственныхуслуг_Иной,3,0000000000000010000110001
8139,ФотоУвдЗао_каждое,2,00010010011000001
8140,защититьвыучитеребенком_Туристам,3,00000001000000100000001100000001
8141,столицыфотографияхЗапечатлены_разборке,1,00000010000000000100000000001100000001
8142,городумосквеГенерал_Изъято,1,00000100000100000011000001
8143,главамчс_министром,3,000010011000000001
8144,присутствиямировомокеане_памяткамчс,3,00000000001000000100000110000000001
8145,ударныхВертолетов_901,1,000000100000000011001
8146,ИгилПровинцииДейр_Строительстве,2,0001000000001000110000000000001
8147,почтовыйИндекс_Совместную,1,0000000100000110000000001
8148,УправленияВопросам_57,2,000000000100000001101
8149,ЙСИЖ_8,0,000111
8150,москвемосковскойобласти_героя,3,00000100000000010000001100001
8151,боевыевозможности_Другое,3,000001000000000011000001
8152,ВоенноМорскогоПарада_Утвердил,2,00000100000001000001100000001
8153,лицомгражданства_0298,3,000010000000000110001
8154,СерииКвартирныхКраж_Средств,2,000010000000001000110000001
8155,почтыроссиисайте_целями,3,00001000001000011000001
8156,ЧЛЖИО_памятнику,0,000011000000001
8157,ЖВБД_942,0,00011001
8158,годаограничено_мария,3,00010000000001100001
8159,ИЧПМ_пенсионеров,0,0001100000000001
8160,детскомцентре_едва,3,000000100000110001
8161,БЮЦЛ_истребителя,0,0001100000000001
8162,УКЙ_16,0,001101
8163,ТечениеДвухДней_приборов,2,000000100010001100000001
8164,ГруппировкиИгилРайоне_посягательств,2,00000000001000100000110000000000001
8165,оперативногореагированияодкб_европейский,3,0000000000010000000000010001100000000001
8166,текстновостипочтароссии_началу,3,000010000001000000000011000001
8167,пропавшуювести_6092,3,0000000010000110001
8168,омпоувд_Требует,3,000100110000001
8169,отделенийСвязи_Российских,1,0000000010000110000000001
8170,ЛЖО_комплексов,0,00110000000001
8171,Основное_85,1,00000001101
8172,спортамеждународногокласса_Близкое,3,0000010000000000000100000110000001
8173,вещества_3111,0,0000000110001
8174,среднегоклассасоюз_Имели,3,000000010000010001100001
8175,определенные_Территорией,0,000000000001100000000001
8176,Отправь_8,2,000000111
8177,ОВСИ_79,0,0001101
8178,всеармейскогоэтапаконкурса_судом,3,00000000000010000100000001100001
8179,МЙЯ_Пресечение,0,00110000000001
8180,воздушногонападения_Питомец,3,000000000100000000110000001
8181,добросовестноеисполнение_772,3,0000000000000100000000011001
8182,бронетранспортеровБтр_Бутома,1,0000000000000000010011000001
8183,КонвертыОткрытки_6,2,000000010000000111
8184,требованиямтехническогорегламента_весь,3,00000000001000000000001000000000110001
8185,переведенырежимповышенной_водолазов,3,00000000010000100000000011000000001
8186,безопасностьполицияосень_Специалист,3,00000000000100000010000110000000001
8187,задержаныимиоказались_плата,3,000000001001000000001100001
8188,ЯЩХЮЕ_471,0,000011001
8189,настоящеевремяпроводится_запасы,3,0000000010000100000000011000001
8190,Герои_деловых,2,0000110000001
8191,составленпротоколадминистративном_Догнал,3,0000000010000000100000000000000011000001
8192,Медалями_1,1,0000000111
8193,обнаруженизъят_728,3,000000001000011001
8194,автодорога_Находящимся,3,0001000001100000000001
8195,боевогоприменения_ставропольского,3,000000100000000011000000000000001
8196,НезаконногоОборотаНаркотиков_Вовсе,2,0000000000100000010000000001100001
8197,мобильномприложениипочты_Дорогая,3,00000000100000000010000110000001
8198,СолдатОфицеров_5,2,0000010000000111
8199,Россией_пара,2,000000110001
8200,ветерановмчсроссии_Французского,3,0000000010010000011000000000001
8201,отделенийпочты_3557,3,0000000010000110001
8202,центреартек_45,3,00000100001101
8203,Дислокации_42,2,0000000001101
