,hashtag,hashtag_class,true_segmentation
3331,98швейцарии,5,01000000001
3332,занятие8621,5,00000010001
3333,семейногоблагополучия,6,000000001000000000001
3334,газетапетровка,6,00000100000001
3335,1белых,5,100001
3336,пуска,5,00001
3337,70одкбреагированияоперативного,7,010001000000000001000000000001
3338,проведениямассовыхмероприятий,7,00000000010000000100000000001
3339,81автомашины,5,010000000001
3340,подготовить,5,00000000001
3341,030учреждена,5,001000000001
3342,2московскоймолодежнойантинаркотической,7,10000000001000000000100000000000000001
3343,1фестиваль,5,1000000001
3344,127отрядами,5,00100000001
3345,продемонстрировали,5,000000000000000001
3346,китайской,5,000000001
3347,маневрирования499торможениярезкого,7,0000000000000100100000000010000001
3348,акции25рамках,6,0000101000001
3349,трекномер,6,000100001
3350,сложныхклиматическихусловиях,7,0000001000000000000100000001
3351,3очень,5,100001
3352,полицияцветочныйпатруль,6,00000010000000000000001
3353,александробойдихин,6,000000001000000001
3354,70наказание,5,01000000001
3355,мероприятий26разыскных,6,0000000000101000000001
3356,7530европе,5,0001000001
3357,глававедомства,6,00001000000001
3358,военноговедомства,6,00000001000000001
3359,екатеринбург,5,000000000001
3360,3278штрафа,5,0001000001
3361,переработканаркотическихизготовление6,7,0000000000100000000000010000000000011
3362,полицияновостиюзао,7,000000100000010001
3363,лужниках,5,00000001
3364,выпусксостоялся764,6,000001000000001001
3365,руководствостоличнойполиции,7,000000000010000000010000001
3366,6средний,5,10000001
3367,этапамеждународногоконкурса,7,000010000000000000100000001
3368,которыйпроходит,6,000000100000001
3369,военнойтехникичисле,7,0000001000000100001
3370,645моряки,5,001000001
3371,801городовкрупных,6,00100000010000001
3372,делятся,5,0000001
3373,задержали8подозреваемыхстолицы,7,000000001100000000000010000001
3374,10категориивесовой,6,010000000010000001
3375,счастливые,5,0000000001
3376,федеральногозакона,6,000000000001000001
3377,истребителейбомбардировщиков9,6,00000000000100000000000000011
3378,средствпсихотропныхвеществ,7,00000010000000000010000001
3379,показательных0163,5,00000000000010001
3380,районемосковскойобласти,7,00000100000000010000001
3381,космические2силывоздушно,7,000000000011000100000001
3382,округа1419федеральногоцентрального,7,0000010001000000000001000000000001
3383,связипочтовой626отделении,7,0000100000001001000000001
3384,7представителем,5,100000000000001
3385,учатся,5,000001
3386,обращать89следует,6,00000001010000001
3387,проход,5,000001
3388,3сайтечитайте,6,1000010000001
3389,оборонойстраны,6,00000001000001
3390,форум9армиятехнический,7,0000110000100000000001
3391,3мероприятияпосвященные,6,10000000000100000000001
3392,4высокихрезультатов,6,1000000100000000001
3393,мчсроссииправила,6,0000000010000001
3394,09психологическая,5,01000000000000001
3395,годатекущего586,6,000100000001001
3396,4петровкамвдволк,7,1000000010010001
3397,работаполициядевушка217,7,00000100000010000001001
3398,отстрелтепловыхловушек,7,0000001000000010000001
3399,гражданлиц,6,0000001001
3400,матери5489петровскимиворотами,7,00000100010000000000100000001
3401,штатного69,5,0000000101
3402,помощникминистравнутренних,7,00000001000000010000000001
3403,5отражение,5,1000000001
3404,службы7омвдроссии,7,00000110001000001
3405,751небольшая,5,001000000001
3406,федеральномрозыске,6,000000000010000001
3407,специальныхтехническихсредств,7,00000000001000000000010000001
3408,управлением5фактуследственным,7,00000000001100001000000000001
3409,световозвращающихэлементоводежде,7,00000000000000001000000001000001
3410,новыми,5,000001
3411,часовограничено,6,000010000000001
3412,миллиона,5,00000001
3413,стремится,5,000000001
3414,гарнизон16,5,0000000101
3415,разнообразные,5,0000000000001
3416,вместепочтой,6,000001000001
3417,полигонехмелевка,6,0000000100000001
3418,природноготехногенного7,6,00000000010000000000011
3419,зашел,5,00001
3420,москвысергей,6,000001000001
3421,увдвао,6,001001
3422,звездыучилища,6,0000010000001
3423,старшийинспектор00,6,000000100000000101
3424,южнойосетии,6,00001000001
3425,техническое5616,5,000000000010001
3426,отделениях3762москвы,6,00000000010001000001
3427,аналогичным,5,00000000001
3428,водубросился65,6,00010000000101
3429,холода12,5,00000101
3430,последствий64аварииликвидации,7,00000000001010000010000000001
3431,протоколыадминистративномправонарушении,7,000000001000000000000000100000000000001
3432,го,5,01
3433,экземпляровтысячтиражом11,7,0000000000100001000000101
3434,шаговойдоступности,6,000000100000000001
3435,пожеланиякрепкогоздоровья,7,0000000010000000100000001
3436,098войскаправительственные,6,00100000100000000000000001
3437,именапобедителей,6,0000100000000001
3438,почтыроссийской4день,7,00001000000000110001
3439,юля949,5,001001
3440,совещаниеруководящимсоставом,7,0000000010000000000100000001
3441,средств7наркотических,6,000000110000000000001
3442,петровка1полицияработайтебратья,7,0000000110000001000000000000001
3443,напоминаетмосковская457полиция,7,000000000100000000010010000001
3444,790поддержке,5,001000000001
3445,делгородамосквы,7,001000001000001
3446,увдуголовногорозыска7,7,001000000000100000011
3447,введен,5,000001
3448,россиимосковскойобласти,7,00000100000000010000001
3449,факультета,5,0000000001
3450,телефонугорячейлинии,7,00000001000000100001
3451,повышениеуровня,6,000000001000001
3452,общественного,5,0000000000001
3453,30управлениямчсглавного,7,01000000000100100000001
3454,беспилотныхлетательныхаппаратов,7,0000000000100000000001000000001
3455,71мужчинарассказал,6,010000001000000001
3456,3донорами,5,100000001
3457,полигонахроссии2,6,0000000010000011
3458,россиисмыслспасать,7,000001000010000001
3459,вооруженных40командупредставлять,7,00000000001010000001000000000001
3460,вскрытия5,5,000000011
3461,россиимоскве,6,000001000001
3462,9419столичномпочтыотделении,7,000100000000100001000000001
3463,ученийморскоевзаимодействие,7,000001000000100000000000001
3464,международном089конкурсе,6,000000000000100100000001
3465,отметила,5,00000001
3466,генералполковника,6,00000010000000001
3467,оборонысергейшойгу,7,000000100000100001
3468,направлена,5,0000000001
3469,мчсроссиизавершили,7,001000001000000001
3470,мероприятияучастники6241,6,000000000010000000010001
3471,новостинашемсайте,7,00000010000100001
3472,сказалглава,6,00000100001
3473,ученияславянскоебратство,7,000001000000000100000001
3474,составкоторого,6,00000100000001
3475,западноговоенногоокруга,7,00000000100000001000001
3476,троицкого,5,000000001
3477,следственнооперативныемероприятия,7,000000000010000000000100000000001
3478,коалиция,5,00000001
3479,детали,5,000001
3480,38требованиями,5,01000000000001
3481,откроются,5,000000001
3482,карелии,5,0000001
3483,временногопунктахразмещения3,7,0000000001000000100000000011
3484,москвезавершенорасследование,7,0000010000000010000000000001
3485,059произведений,5,001000000000001
3486,25занимавшейсягруппы,6,01000000000001000001
3487,приоритетныхнаправлений,6,00000000000100000000001
3488,наступающимпраздником7,6,0000000000100000000011
3489,квадратныхметров,6,0000000001000001
3490,нелегальныйавтобус,6,000000000010000001
3491,рамках1военнорегулярного,7,000001100000100000000001
3492,соблюдением51,5,0000000000101
3493,9321свышесумму,6,00010000100001
3494,широкий,5,0000001
3495,москвегода86,6,000001000101
3496,поддерживать72,5,00000000000101
3497,россииходе0,6,00000100011
3498,россиирайонунагатинский,7,00000100000100000000001
3499,мчсмчсроссиималенькаяспасеннаяжизнь,7,00100000000100000000000000000000001
3500,связитренировочными,6,0000100000000000001
3501,наркотиковмвдмвдроссии,7,0000000001001000000001
3502,полицииандрей2,6,00000010000011
3503,лицевой29,5,000000101
3504,биатлонтанковый7арми,7,00000010000000110001
3505,боевоедежурство73,6,00000100000000101
3506,самыхвыберемавторов2903,7,00001000000100000010001
3507,равно616,5,00001001
3508,прошлоторжественное,6,0000010000000000001
3509,98майорамилицииотставке,7,01000001000000100000001
3510,общественнымсовместно2советом,7,00000000000100000000110000001
3511,фрегат,5,000001
3512,группировки857террористической,6,000000000010010000000000000001
3513,21пересылать,5,010000000001
3514,9368документовнаградгосударственных,7,00010000000001000001000000000000001
3515,макет,5,00001
3516,подробности1полициисотрудники,7,00000000001100000010000000001
3517,времярасследование,6,000010000000000001
3518,зарекомендовал,5,00000000000001
3519,аналогичнымпериодомпрошлого,7,000000000010000000100000001
3520,дзержинского3387,5,0000000000010001
3521,4этапзаключительный,6,1000100000000000001
3522,зарубежья22уроженецближнего,7,000000001010000000100000001
3523,9823подготовкиувд,6,00010000000001001
3524,управлениемцаоувд340,7,00000000001001001001
3525,593телефон,5,0010000001
3526,миграционного006выявилинарушения,7,00000000000010010000001000000001
3527,87организованнойгруппыхищении,7,01000000000000010000010000001
3528,тысячэкземпляровкаждая,7,0000100000000001000001
3529,исследованиюизъятый,6,0000000000010000001
3530,сотрудникиполицииобнаружили,7,000000000100000010000000001
3531,маркеизображена,6,000010000000001
3532,чьи49,5,00101
3533,российских81военных,6,0000000001010000001
3534,7должностных,5,100000000001
3535,2полицейскиеюзао,6,1000000000010001
3536,нарушенийобщественного73порядка,7,0000000010000000000001010000001
3537,этим65,5,000101
3538,наркотические429,5,0000000000001001
3539,безопасногоправилах32,6,000000000010000000101
3540,попов,5,00001
3541,кабардинобалкарской60,6,000000001000000000101
3542,евфрата129берегу,6,0000001001000001
3543,адрес2почтовый,6,00001100000001
3544,неделимвдпетровка,7,00000100100000001
3545,лагерей,5,0000001
3546,5823высокиепоказатели,6,000100000010000000001
3547,полициизавершено,6,0000001000000001
3548,содружества86,5,0000000000101
3549,79полицииподполковникмоскве,7,010000001000000000001000001
3550,ознакомитьсянашемсайте,7,0000000000010000100001
3551,выполнилибоевыестрельбы,7,00000000100000100000001
3552,нашейуголках0,6,0000100000011
3553,короткиекарие64глаза,7,00000001000010100001
3554,николай784,5,0000001001
3555,обвинительным3380,5,00000000000010001
3556,подпискивсероссийской162декады,7,000000010000000000001001000001
3557,предъявить,5,0000000001
3558,ребенкуследуетразговаривать,7,000000100000010000000000001
3559,высшеговоенного,6,000000100000001
3560,юрийдевяткин,6,000100000001
3561,около0315составил,6,00001000100000001
3562,крепкогоздоровья,6,0000000100000001
3563,дмитрийстрашнов,6,000000100000001
3564,криминалистическогоцентра,6,0000000000000000001000001
3565,676хранится,5,00100000001
3566,1сотрудникислужбыбезопасности,7,10000000001000001000000000001
3567,награжденияпобедителей93,6,000000000010000000000101
3568,мвдроссиипетровкасуществу29,7,000000001000000010000000101
3569,силовойподдержкеомон,7,00000010000000010001
3570,западучении8стратегическом,7,00001000001100000000000001
3571,кражу1,5,000011
3572,летпобеды7467медаль,7,0010000010001000001
3573,торжественный,5,0000000000001
3574,мартагодасвязи,7,00001000100001
3575,суммы,5,00001
3576,стрельбе56мирапрактической,7,00000001010001000000000001
3577,противоракетной4обороны,6,00000000000000110000001
3578,3276нравится,5,000100000001
3579,банковскиекарты,6,000000000100001
3580,майораполиции0,6,00000100000011
3581,специальнойоперации,6,0000000000100000001
3582,качестваобслуживания11,6,0000000100000000000101
3583,территориюволгинапрохода272,7,000000000100000010000001001
3584,ввоходе,6,0010001
3585,сервисяндексденьги,7,000001000001000001
3586,противникаминобороны,6,00000000010000000001
3587,95всемгражданам,6,010001000000001
3588,пучковасостоялось,6,00000010000000001
3589,7моделей,5,10000001
3590,профилактическую35операцию,6,00000000000000010100000001
3591,заметнее,5,00000001
3592,предоставлена,5,0000000000001
3593,4605подозрениюмужчин,6,00010000000001000001
3594,кольцу822,5,000001001
3595,су,5,01
3596,профсоюзаработников,6,0000000010000000001
3597,корея,5,00001
3598,годаограничено,6,00010000000001
3599,следующийдень,6,0000000010001
3600,53летвид,6,01001001
3601,11доблесть,5,0100000001
3602,мобильныхтелефонов,6,000000001000000001
3603,спортамеждународногокласса,7,00000100000000000001000001
3604,5785государствюгоассоциации,7,000100000000010010000000001
3605,полициимвд,6,0000001001
3606,6стрижка,5,10000001
3607,почтароссии,5,00000000001
3608,знать4почтароссииуслугипочты,7,0000110000000000100000000001
3609,казахстанабелоруссии06,6,0000000001000000000101
3610,гордун7277службывиктор,7,0000010001000001000001
3611,91академиигражданской,6,010000000100000000001
3612,состоялосьторжественное,6,00000000010000000000001
3613,петровка933мвдвыходных,7,0000000100100100000001
3614,полицияветеран,6,00000010000001
3615,32коллективных,5,01000000000001
3616,движениеэстакадам5791,6,000000010000000010001
3617,2близкое,5,10000001
3618,размерерублей,6,0000001000001
3619,человеказемле,6,0000000100001
3620,управлениистоличнойполиции,7,00000000010000000010000001
3621,свободноеслужбывремя,7,00000000100000100001
3622,стрельбконтрольныхупражнения1494,7,00000010000000000100000000010001
3623,колокольцевфедерации98владимир,7,000000000010000000010100000001
3624,проделана,5,000000001
3625,жителямосковской,6,0000010000000001
3626,переходапроезжей240части,7,000000010000000100100001
3627,77отчетеженедельныйпубликует,7,0100001000000000001000000001
3628,оперативнойинформациисотрудники,7,0000000000100000000010000000001
3629,ручнойработы,6,000001000001
3630,361посвящённаямарка,6,0010000000000100001
3631,москвеизъяли,6,000001000001
3632,67товарнымивложениями,6,010000000010000000001
3633,оперативногополкаполиции,7,000000000001000010000001
3634,мвдпетровкагибдд,7,0010000000100001
3635,773основное,5,00100000001
3636,оборонногозаказа93государственного,7,0000000001000001010000000000000001
3637,приемапосылокцвпп,7,00000100000010001
3638,3мошенничествеподозрению,6,100000000000010000000001
3639,банка403почта,6,0000100100001
3640,дальнейвоеннотранспортной,7,0000001000001000000000001
3641,применять9784,5,0000000010001
3642,оперативный880,5,00000000001001
3643,вуза,5,0001
3644,откуда3,5,0000011
3645,продолжаемделиться,6,000000000100000001
3646,17письмоваше,6,010000010001
3647,заведений1высшихучебных,7,00000000110000010000001
3648,показательноевыступление,6,000000000000100000000001
3649,делпогибших,6,00100000001
3650,полковник459полиции,6,0000000010010000001
3651,нападение,5,000000001
3652,переходе,5,00000001
3653,программ0,5,000000011
3654,продолжаются,5,000000000001
3655,эпизодовпреступной7дополнительных,7,000000010000000001100000000000001
3656,свидетелей2,5,00000000011
3657,6весной,5,1000001
3658,жизньюсобственной7168,6,000001000000000010001
3659,даты,5,0001
3660,армии8генералу,6,00001100000001
3661,3предельновнимательными,6,10000000010000000000001
3662,персональныхданных,6,000000000001000001
3663,патрульной,5,0000000001
3664,предприятие3662,5,000000000010001
3665,южному,5,000001
3666,доставляли,5,0000000001
3667,попыталисьскрыться,6,000000000100000001
3668,продолжаютоказывать67,6,000000000100000000101
3669,33музеев,5,01000001
3670,завершился3574,5,00000000010001
3671,63переводов,5,01000000001
3672,силбелоруссиироссии7,7,00100000000010000011
3673,насчитывает,5,00000000001
3674,стало,5,00001
3675,электронныйадрес,6,0000000000100001
3676,выпускмолодыхспециалистов,7,0000010000001000000000001
3677,надзора,5,0000001
3678,активнуюгражданскуюпозицию,7,00000001000000000010000001
3679,автобусов,5,000000001
3680,церемониявручения155,6,00000000100000001001
3681,подозрениюразбойном6нападении,7,00000000010000000011000000001
3682,3481действиймошеннических,6,0001000000010000000000001
3683,сил574вооруженныхцентра,7,00100100000000001000001
3684,направления7,5,000000000011
3685,мошенничествесотрудники,6,00000000000010000000001
3686,адреса,5,000001
3687,202отдельногосотрудники,6,00100000000010000000001
3688,004случайныхчисел,6,00100000000100001
3689,3служебнымисобаками,6,1000000000100000001
3690,8регион,5,1000001
3691,наркотического1,5,000000000000011
3692,тихая,5,00001
3693,андрейпонорец,6,0000010000001
3694,вымогательстве630,5,00000000000001001
3695,воинские,5,00000001
3696,правилаповедения,6,0000001000000001
3697,светофорных82многочисленныхобъектов,7,00000000001010000000000000100000001
3698,отрядмчсроссии,7,00001001000001
3699,968причастен,5,001000000001
3700,интересных44самых,6,00000000010100001
3701,457подробностимвдтитов,7,0010000000000100100001
3702,столичнойполициисостоялась,7,00000000100000010000000001
3703,479второмместе,6,00100000100001
3704,миграция9034полицияновости,7,00000001000100000010000001
3705,произошедшеговозбужденоуголовное,7,00000000000010000000001000000001
3706,марта,5,00001
3707,почты06филиалахроссии,7,000010100000001000001
3708,награжденияцеремонияторжественная357,7,000000000010000000010000000000001001
3709,сотрудников646поблагодарил,6,00000000001001000000000001
3710,словам5225потерпевшей,6,000001000100000000001
3711,увдзападному60округу,7,00100000000101000001
3712,большойпротиволодочныйкорабль4,7,000000100000000000000100000011
3713,высадке,5,0000001
3714,юношейдевушек,6,0000010000001
3715,новостизеленоград,6,00000010000000001
3716,подготовило0фотопроектпосвященный,7,000000000011000000000100000000001
3717,медали3,5,0000011
3718,вручен,5,000001
3719,миноборонывдвбмд,7,0000000001001001
3720,изменен1,5,00000011
3721,75крейсерракетный,6,01000000100000001
3722,рулем,5,00001
3723,поздравленияполиция4ноября,7,00000000000100000011000001
3724,вконтакте,5,000000001
3725,гаигибдд,6,00100001
3726,добавившойгусергей334,7,000000100001000001001
3727,волосы116короткиетелосложения,7,00000100100000001000000000001
3728,девчонки,5,00000001
3729,4тиражмарки,6,10000100001
3730,82назначенияподразделенияспециального,7,0100000000010000000000001000000000001
3731,мотострелков,5,000000000001
3732,3коллекционные,5,10000000000001
3733,увидеть,5,0000001
3734,рискомжизни,6,00000100001
3735,354дорожногоправила,6,0010000000010000001
3736,учителейребенкуследует,7,0000000100000010000001
3737,участникам0400дорожного,6,00000000010001000000001
3738,выходныхотличногонастроения,7,000000010000000010000000001
3739,мемориал,5,00000001
3740,россиигенералмвд86,7,000001000000100101
3741,уроклучшийконкурса9,7,0001000001000000011
3742,командноеучилищеобщевойсковое9925,7,000000001000000100000000000010001
3743,9333интересные,5,00010000000001
3744,участковому829,5,00000000001001
3745,доблесть3,5,000000011
3746,входит81,5,00000101
3747,1рабочихмест,6,100000010001
3748,помощи21оказания,6,0000010100000001
3749,петровкаполициятинао,7,00000001000000100001
3750,Волосы,5,000001
3751,1623Спецгашение,8,000100000000001
3752,Направленных,5,000000000001
3753,Установление,5,000000000001
3754,Полугодия,5,000000001
3755,Координации,5,00000000001
3756,Горячую,5,0000001
3757,316Портала,8,0010000001
3758,3Брата,8,100001
3759,796Применили,8,001000000001
3760,Поддельных,5,0000000001
3761,99Плеч,8,010001
3762,Лицом57,8,0000101
3763,Куртка9167,8,0000010001
3764,630Правилам,8,00100000001
3765,4728Снаряжении,8,00010000000001
3766,Населенные,5,0000000001
3767,Военных,5,0000001
3768,Поясах2,8,0000011
3769,Поверхность8842,8,000000000010001
3770,0397Красноярский,8,0001000000000001
3771,Узнайте,5,0000001
3772,4Ежегодно,8,100000001
3773,Соболезнования,5,00000000000001
3774,Дорогу,5,000001
3775,Владимиру,5,000000001
3776,Репосту,5,0000001
3777,Встретил,5,00000001
3778,6907Контрольно,8,00010000000001
3779,Канун9285,8,000010001
3780,Писательница,5,000000000001
3781,Известность8140,8,000000000010001
3782,Назад4,8,000011
3783,Входе,5,00001
3784,Остров1,8,0000011
3785,Пуски03,8,0000101
3786,Лодкой,5,000001
3787,27Запасы,8,01000001
3788,Летнему,5,0000001
3789,Центральный,5,00000000001
3790,7Бойца,8,100001
3791,0146Занятия,8,00010000001
3792,804Похищены,8,00100000001
3793,Окружных77,8,0000000101
3794,Исполнительной,5,00000000000001
3795,Непосредственное,5,0000000000000001
3796,Краснодарского,5,00000000000001
3797,220Породы,8,001000001
3798,Районам3640,8,00000010001
3799,Башкортостан,5,000000000001
3800,Расходы9198,8,00000010001
3801,9Являются,8,100000001
3802,1042Сложно,8,0001000001
3803,Станислав0,8,0000000011
3804,Поздравляли,5,00000000001
3805,6Преступного,8,100000000001
3806,Ежемесячно,5,0000000001
3807,Пострадали4,8,00000000011
3808,2220Могли,8,000100001
3809,Годов,5,00001
3810,Печатники,5,000000001
3811,Оценка80,8,00000101
3812,Бен,5,001
3813,Триумф,5,000001
3814,Примирения,5,0000000001
3815,Героях,5,000001
3816,Макарова,5,00000001
3817,Горожан,5,0000001
3818,Действиям9631,8,0000000010001
3819,468Документы,8,001000000001
3820,Отличившихся577,8,000000000001001
3821,Павлова,5,0000001
3822,Остров,5,000001
3823,Вижу70,8,000101
3824,3485Цех,8,0001001
3825,Экипировки15,8,000000000101
3826,Оставшиеся,5,0000000001
3827,Коллега,5,0000001
3828,Корпоративным,5,0000000000001
3829,236Знакомых,8,00100000001
3830,196Первый,8,001000001
3831,Преступления92,8,00000000000101
3832,Пострадавший,5,000000000001
3833,3120Досмотр,8,00010000001
3834,Кидбург6,8,00000011
3835,Коробок92,8,000000101
3836,Разгрому89,8,0000000101
3837,Лицо,5,0001
3838,Советским,5,000000001
3839,Обеспечивается02,8,0000000000000101
3840,Тульской,5,00000001
3841,Танкера9,8,00000011
3842,Предприятием,5,000000000001
3843,Приурочено61,8,000000000101
3844,Частных,5,0000001
3845,Медицинских,5,00000000001
3846,380Добровольцев,8,001000000000001
3847,Рекомендуется11,8,000000000000101
3848,Находить,5,00000001
3849,3Силой,8,100001
3850,Собрать,5,0000001
3851,Экономической,5,0000000000001
3852,Деятелей1,8,000000011
3853,Сохранения,5,0000000001
3854,Доступна2890,8,000000010001
3855,Выполняли,5,000000001
3856,44Узлы,8,010001
3857,Мясницкой1,8,0000000011
3858,Артиллерийскими6618,8,0000000000000010001
3859,Развернулась,5,000000000001
3860,Танковый,5,00000001
3861,Постоянный,5,0000000001
3862,Проделанной,5,00000000001
3863,2Этапу,8,100001
3864,5477Идлиб,8,000100001
3865,Дорожной,5,00000001
3866,8109Бывший,8,0001000001
3867,Условный,5,00000001
3868,09Угрожает,8,0100000001
3869,Активной,5,00000001
3870,Стандартов,5,0000000001
3871,68Жительницы,8,010000000001
3872,Сердце,5,000001
3873,Найден,5,000001
3874,8439Поддержании,8,000100000000001
3875,Межвидового93,8,0000000000101
3876,Многом197,8,000001001
3877,Натиск92,8,00000101
3878,Пространства,5,000000000001
3879,Преступника,5,00000000001
3880,598Процессуального,8,001000000000000001
3881,Шмидта,5,000001
3882,Собственные875,8,00000000001001
3883,Всеармейском,5,000000000001
3884,Пресечению063,8,0000000001001
3885,41Местные,8,010000001
3886,Учеников,5,00000001
3887,Нанесено,5,00000001
3888,Составом,5,00000001
3889,Выбрала,5,0000001
3890,Ленинграда,5,0000000001
3891,0367Де,8,000101
3892,25Зимняя,8,01000001
3893,Осколочно432,8,000000001001
3894,Гаубицы062,8,0000001001
3895,Продемонстрировал,5,00000000000000001
3896,Хештеги,5,0000001
3897,Военную9924,8,00000010001
3898,Этапы,5,00001
3899,Здании3502,8,0000010001
3900,Копии14,8,0000101
3901,Провели12,8,000000101
3902,Рабочей,5,0000001
3903,Населенный,5,0000000001
3904,570Свободно,8,00100000001
3905,Руках,5,00001
3906,Следования3411,8,00000000010001
3907,Опасности,5,000000001
3908,Ценой49,8,0000101
3909,8515Отделов,8,00010000001
3910,Новиков,5,0000001
3911,Приглашены5,8,00000000011
3912,Проекту,5,0000001
3913,Пожелания,5,000000001
3914,Отечественного,5,00000000000001
3915,9Обозначения,8,100000000001
3916,Кражу,5,00001
3917,Следования,5,0000000001
3918,6987Поездке,8,00010000001
3919,Переводом,5,000000001
3920,Поиска,5,000001
3921,058Руководящего,8,001000000000001
3922,Отвечали,5,00000001
3923,0119Прошедшей,8,0001000000001
3924,Завершилось2,8,000000000011
3925,9038Пользовались,8,0001000000000001
3926,Великие,5,0000001
3927,Пехотинцев,5,0000000001
3928,7Зор,8,1001
3929,Североморске,5,000000000001
3930,Радиоэлектронной086,8,0000000000000001001
3931,Зрелищные670,8,000000001001
3932,Оперуполномоченного,5,0000000000000000001
3933,Грамма9,8,0000011
3934,Дежурная,5,00000001
3935,Говорил,5,0000001
3936,Семьи,5,00001
3937,Показательное5,8,00000000000011
3938,3Потерпевшего,8,1000000000001
3939,Глубину,5,0000001
3940,Постоянное,5,0000000001
3941,Вашу,5,0001
3942,Пакетов,5,0000001
3943,207Тематической,8,001000000000001
3944,311Многие,8,001000001
3945,Чисел,5,00001
3946,24Чили,8,010001
3947,Бытового,5,00000001
3948,Желающим14,8,0000000101
3949,4865Втб,8,0001001
3950,Кпп4,8,0011
3951,Океанографическое,5,00000000000000001
3952,Продемонстрирован2,8,000000000000000011
3953,Продемонстрирован,5,00000000000000001
3954,Передала,5,00000001
3955,Парках,5,000001
3956,9Снижению,8,100000001
3957,0690Ведомствами,8,000100000000001
3958,Благополучно,5,000000000001
3959,Привести,5,00000001
3960,Модель024,8,000001001
3961,1Купания,8,10000001
3962,Вручение2,8,000000011
3963,Родилась4353,8,000000010001
3964,Дежурного,5,000000001
3965,93Производится,8,01000000000001
3966,612Аппаратами,8,0010000000001
3967,Фигуры,5,000001
3968,Цфо8,8,0011
3969,Скоростного9490,8,000000000010001
3970,Ходу,5,0001
3971,Горы,5,0001
3972,Девочки,5,0000001
3973,Каникулы,5,00000001
3974,974Борисов,8,0010000001
3975,879Боевые,8,001000001
3976,1Лишь,8,10001
3977,28Правовой,8,0100000001
3978,Военному,5,00000001
3979,Дальневосточного,5,0000000000000001
3980,04Ночное,8,01000001
3981,Проекты,5,0000001
3982,Средиземное5,8,000000000011
3983,4164Работает,8,000100000001
3984,Заезд4321,8,000010001
3985,Тактический428,8,00000000001001
3986,Объективного,5,000000000001
3987,Москвой982,8,0000001001
3988,Пойдет,5,000001
3989,Позднее56,8,000000101
3990,Расстояния0,8,00000000011
3991,Троицкий,5,00000001
3992,Полгода,5,0000001
3993,Азии,5,0001
3994,58Покупку,8,010000001
3995,Адресата4157,8,000000010001
3996,986Продолжают,8,0010000000001
3997,3348Воздвиженка,8,000100000000001
3998,Борьба,5,000001
3999,Дня,5,001
4000,Парашютно178,8,000000001001
4001,Экспертиз,5,000000001
4002,Сделано,5,0000001
4003,Звена84,8,0000101
4004,Преступной6599,8,00000000010001
4005,Открытия80,8,0000000101
4006,3Обыски,8,1000001
4007,Зюзино,5,000001
4008,Миллионы55,8,0000000101
4009,7Статуса,8,10000001
4010,Указанные,5,000000001
4011,3Развертывание,8,10000000000001
4012,Подросткам,5,0000000001
4013,13Сообщении,8,01000000001
4014,4178Светоотражающие,8,0001000000000000001
4015,Требованиями,5,000000000001
4016,Знакомым4335,8,000000010001
4017,Проспект,5,00000001
4018,Аварийной,5,000000001
4019,Информирует,5,00000000001
4020,Экипажа9343,8,00000010001
4021,Славные,5,0000001
4022,Техногенного4979,8,0000000000010001
4023,Данные4,8,0000011
4024,5Отделом,8,10000001
4025,Окончила72,8,0000000101
4026,7604Дубовой,8,00010000001
4027,Внимательно,5,00000000001
4028,Постоянного861,8,00000000001001
4029,Будут66,8,0000101
4030,0Хорошим,8,10000001
4031,Вывел7881,8,000010001
4032,Грабеже,5,0000001
4033,2Петровке,8,100000001
4034,Ветеран91,8,000000101
4035,Следующее,5,000000001
4036,Доставят23,8,0000000101
4037,9746Дошкольного,8,000100000000001
4038,Изменен,5,0000001
4039,Недели,5,000001
4040,82Направлении,8,0100000000001
4041,Вкс,5,001
4042,48Героев,8,01000001
4043,Олимпийские109,8,00000000001001
4044,Кикотя90,8,00000101
4045,Тарифам5,8,00000011
4046,Предназначены,5,0000000000001
4047,Совместную84,8,000000000101
4048,Черноморского0,8,00000000000011
4049,Зону,5,0001
4050,Совместные,5,0000000001
4051,4Дворце,8,1000001
4052,087Профессионально,8,001000000000000001
4053,Причинам6,8,000000011
4054,890Организовано,8,001000000000001
4055,15Кадамовский,8,0100000000001
4056,82Установленному,8,0100000000000001
4057,Доставляем42,8,000000000101
4058,Отличного,5,000000001
4059,Интересныйфакт9789,8,000000000000010001
4060,Выборы6,8,0000011
4061,30Разработал,8,010000000001
4062,Указанной,5,000000001
4063,92Соучастников,8,01000000000001
4064,18Знать,8,0100001
4065,Дочь,5,0001
4066,4033Замглавы,8,000100000001
4067,Сложная,5,0000001
4068,4245Стоя,8,00010001
4069,Ремнями,5,0000001
4070,5419Дежурный,8,000100000001
4071,Павших8,8,0000011
4072,Словом6,8,0000011
4073,Помещениях8,8,00000000011
4074,Интересная7,8,00000000011
4075,Брата383,8,00001001
4076,Местность,5,000000001
4077,Сообщалось,5,0000000001
4078,Выучке,5,000001
4079,Логотипом,5,000000001
4080,83Причем,8,01000001
4081,Играют,5,000001
4082,Репетиции2,8,0000000011
4083,Акцент5,8,0000011
4084,Спектр,5,000001
4085,Авиационная,5,00000000001
4086,Чувства,5,0000001
4087,08Решительные,8,0100000000001
