,hashtag,hashtag_class,true_segmentation
12959,ЩБЧ_Окна,0,00110001
12960,тиражмароксоставляет_юности,3,000010000100000000011000001
12961,исследованиюизъятое_95,3,0000000000010000001101
12962,ПоповаВвмурэ_6,2,00000100000111
12963,ЗадержалиЛетнегоМосквича_Следователя,2,000000001000000100000001100000000001
12964,БДС_9326,0,00110001
12965,бмпттерминатор_высоких,3,0001000000000110000001
12966,управлениивнутреннихдел_редакции,3,00000000010000000001001100000001
12967,ВаоСовместно_338,2,0010000000011001
12968,ЛучшийВодитель_302,2,000001000000011001
12969,ГероинаСотрудники_взрослых,2,00000010000000001100000001
12970,Выполнена_595,2,0000000011001
12971,видлетРост_экономика,1,00100100011000000001
12972,академииГенерального_450,1,000000010000000000011001
12973,СвоиПочтовые_8,2,00010000000111
12974,КруглосуточныеОтделения_79,2,00000000000001000000001101
12975,ЛРЖГУ_593,0,000011001
12976,ЕХШ_066,0,0011001
12977,Присоединиться_34,1,00000000000001101
12978,ПочтыНачалась_0,2,000010000000111
12979,номиналмарок_империи,3,00000010000110000001
12980,увдюаообращаются_Спасателей,3,001001000000000110000000001
12981,школинтернатов_0362,3,0001000000000110001
12982,АУЦЩ_Обо,0,00011001
12983,фестивалясозвездиеМужества_проходимости,1,000000001000000001000000011000000000001
12984,ШЦИТЕ_умения,0,000011000001
12985,заявилминистробороны_Бдительность,3,000001000000100000011000000000001
12986,ПочтовойСлужбы_9,2,0000000100000111
12987,выступаявоеннослужащимиавиабазе_запах,3,0000000100000000000000100000001100001
12988,почтыроссиипочтароссии_оперативный,3,0000100000100000000001100000000001
12989,НеуправляемымиАвиационнымиРакетами_Продолжении,2,0000000000000100000000000100000001100000000001
12990,средствасвязи_евфрат,3,00000001000011000001
12991,годомрождеством_95,3,000010000000001101
12992,орденакраснойЗвезды_пострадавший,1,00000100000010000011000000000001
12993,местонахождениенеизвестноПриметы_высадки,1,0000000000000010000000001000000110000001
12994,мобильныхМвд_173,1,0000000010011001
12995,псо_побережья,0,0011000000001
12996,автомобилясотрудники_1817,3,0000000001000000000110001
12997,видеодневникармейскихмеждународных_гостиницы,3,00000000000100000000100000000000011000000001
12998,акциюПолицейский_Отличная,1,0000100000000001100000001
12999,Отношению_необходимо,1,00000000110000000001
13000,уголовноеделопризнакам_ушли,3,000000001000100000000110001
13001,Нелегкий_разных,2,000000011000001
13002,рабочейПоездки_4173,1,0000001000000110001
13003,ИЙО_риск,0,00110001
13004,РаботеЛичнымСоставом_круг,2,0000010000010000000110001
13005,группировкивмф_концов,3,000000000010011000001
13006,СотрудникиУголовного_7801,2,0000000001000000000110001
13007,учебныхзаведениях_Телефона,3,00000010000000001100000001
13008,СредствомЦелиХищения_Модель,2,000000001000100000011000001
13009,привлеченыадминистративнойответственности_Льду,3,0000000001000000000000000100000000000000110001
13010,фестивалязолотаяМаска_Поздравляют,1,000000001000000100001100000000001
13011,краснодарский_препятствие,0,0000000000001100000000001
13012,ЕЩЙИС_переносные,0,0000110000000001
13013,СократитьСроки_совместного,2,00000000100001100000000001
13014,УченийСлавянскоеБратство_прозвучали,2,00000100000000010000000110000000001
13015,ИУГВН_краски,0,000011000001
13016,ВышлаМаркаПосвященная_всемирных,2,0000100001000000000011000000001
13017,воспользоватьсяпочтовымиУслугами_выполняя,1,00000000000000100000000100000001100000001
13018,ситуациям_30,0,000000001101
13019,ветеранов_9119,0,00000000110001
13020,оперативникамиоэбипкУвд_Солдата,1,0000000000000100000100110000001
13021,ПЧЦ_67,0,001101
13022,РТХФЙ_электричества,0,0000110000000000001
13023,петровкамвдроссиипетровка_вс,3,0000000100000000100000001101
13024,вунц_нуждающимся,0,0001100000000001
13025,фактмчсмчсмчсроссии_Юридический,3,0000001001000000001100000000001
13026,БелыеНочи_порт,2,00001000110001
13027,ограниченнымифизическимивозможностями_Работе,3,00000000000010000000000100000000000011000001
13028,КЛПАХ_серого,0,000011000001
13029,СреднейАзииВозрасте_Зенитный,2,0000001000100000001100000001
13030,Злоумышленника_24,1,00000000000001101
13031,ЭЮЙ_414,0,0011001
13032,ПолковникПолиции_0025,2,000000001000000110001
13033,МФШЛП_Приемы,0,000011000001
13034,повыситьКачество_6,1,000000010000000111
13035,контролюОборотом_868,1,00000001000000011001
13036,подвелиитогиработы_капитану,3,000000100001000001100000001
13037,ПЭЯР_шла,0,00011001
13038,учебногоцентраслужебного_Вертолёт,3,000000010000010000000001100000001
13039,Смоа_Культуре,2,0001100000001
13040,ОтделениеПочтыРоссии_Дальнейшую,2,0000000010000100000110000000001
13041,КоторыйПроходит_Направил,2,000000100000001100000001
13042,ВЕУ_голос,0,001100001
13043,генеральногодиректораПочты_планете,1,0000000000010000000010000110000001
13044,ХАВРЕ_трогать,0,0000110000001
13045,ТеррористическойГруппировкиИгил_возможные,2,00000000000000010000000000100011000000001
13046,НаркотическиеСредства_Довольны,2,000000000000100000001100000001
13047,БДМ_5,0,00111
13048,оборонойстраны_95,3,00000001000001101
13049,ДетскийЦентр_9,2,00000010000111
13050,происшествиясотрудникиполиции_Приготовили,3,00000000000100000000010000001100000000001
13051,СотрудникиПолицииСеверного_переводов,2,000000000100000010000000011000000001
13052,ПатрульнойСлужбыМвд_немецкий,2,0000000001000001001100000001
13053,истребителеймиг_2740,3,00000000000100110001
13054,Кражах_веса,1,00000110001
13055,генералахасанасухела_Осетровых,3,000000010000010000011000000001
13056,ГосударственногоОборонногоЗаказа_составом,2,00000000000000010000000001000001100000001
13057,МалыйПротиволодочныйКорабль_Направления,2,000010000000000000010000001100000000001
13058,фактухищения_871,3,0000100000011001
13059,КоторойНеизвестно_6,2,0000001000000000111
13060,отправленийсутки_штемпели,3,0000000000100001100000001
13061,службывладимиррубан_посткроссинга,3,000001000000010000110000000000001
13062,Горе_Фактам,1,00011000001
13063,мчсроссииновомВыпуске_Даты,1,00000000100001000000110001
13064,именикикотясостоятся_именинника,3,0000100000100000000110000000001
13065,СтолицыСотрудникиПолиции_Полигонов,2,0000001000000000100000011000000001
13066,наркотическоесредство_Границе,3,00000000000010000000110000001
13067,историиоргановвнутренних_Стараются,3,0000001000000100000000011000000001
13068,РЭЙПИ_выступил,0,00001100000001
13069,проведениюспасательныхОпераций_Ночного,1,00000000010000000000010000000110000001
13070,декабряДень_782,1,000000100011001
13071,ЮЖЧ_7429,0,00110001
13072,Миллионы_0861,1,0000000110001
13073,Энгельс_2614,1,000000110001
13074,самоходной_1,0,000000000111
13075,ЦЕЖГЧ_6477,0,0000110001
13076,шойгуминистробороны_Конкурсе,3,0000100000010000001100000001
13077,Отправился_11,1,0000000001101
13078,уголовногорозыскаСовместно_Обмундирования,1,00000000010000001000000001100000000000001
13079,свышетысяччеловек_вернули,3,0000100001000000110000001
13080,УФЭ_исследованием,0,00110000000000001
13081,въездаРоссийскую_9584,1,000001000000000110001
13082,блокады_Распоряжение,0,00000011000000000001
13083,случаев_российской,0,000000110000000001
13084,БазеЦентраГорной_военнослужащих,2,0001000001000001100000000000001
13085,ГТБУВ_Офицеров,0,00001100000001
13086,погодныхусловий_Действующей,3,000000010000001100000000001
13087,ТысячВоеннослужащих_адмирал,2,000010000000000000110000001
13088,ФотоПрессСлужба_валерий,2,00010000100000110000001
13089,МДТ_легенде,0,00110000001
13090,делвнутреннихвойск_логистического,3,001000000000100001100000000000001
13091,рудникемирякутии_Предлогом,3,00000010010000011000000001
13092,Экипажей_1,1,0000000111
13093,салонсотовой_группировки,3,000010000001100000000001
13094,телефонуслужбумобильных_высокое,3,0000000100000100000000110000001
13095,вестибюлестанцииМетро_ратник,1,0000000010000001000011000001
13096,АдресДетскихДомов_Изображения,2,00001000000100001100000000001
13097,ВСПДЭ_27,0,00001101
13098,режимапрекращенияогня_местная,3,00000100000000001000110000001
13099,ПолицейскиеЮжногоОкруга_договор,2,0000000000100000100000110000001
13100,увдюваопоздравили_Жил,3,001000100000000011001
13101,ЧУИЕ_10,0,0001101
13102,Архивные_508,1,000000011001
13103,вашим_4291,0,0000110001
13104,наканунеДня_Афганистане,1,00000001001100000000001
13105,кинологов_4,0,00000000111
13106,НеслиСлужбу_Сторону,2,0000100000110000001
13107,рискуясобственнойЖизнью_Корейском,1,000001000000000010000011000000001
13108,проведениимассовыхМероприятий_лавину,1,000000000100000001000000000011000001
13109,подлодки_больных,0,0000000110000001
13110,горячейлинии_0445,3,00000010000110001
13111,отделениенового_33,3,000000001000001101
13112,мобильномприложенииПочты_Страницы,1,000000001000000000100001100000001
13113,ВЩШЮС_6,0,0000111
13114,ЗЛНФ_9,0,000111
13115,эпизодовпротивоправнойдеятельности_нашей,3,0000000100000000000001000000000001100001
13116,проведенияоперативноРазыскных_пожаров,1,0000000001000000000100000000110000001
13117,УБК_Беларусь,0,001100000001
13118,словокотороебудете_писателю,3,000010000001000001100000001
13119,ОтделениеПочтовой_3237,2,0000000010000000110001
13120,страныпочтароссии_3210,3,0000010000000000110001
13121,Возможно_598,2,000000011001
13122,РоссииНасчитывает_музеи,2,00000100000000001100001
13123,оперативниками_обложка,0,0000000000000110000001
13124,волкмвдроссии_447,3,00010000000011001
13125,могло_Кремль,0,000011000001
13126,Авиакатастрофы_6,1,0000000000000111
13127,повысить_476,0,000000011001
13128,правопорядкабезопасности_63,3,000000000001000000000001101
13129,москвевозбуждено_бесперебойного,3,0000010000000001100000000000001
13130,отделенияпочтовойсвязи_Магомеднурбагандов,3,00000000100000001000011000000000000000001
13131,ПритонаЗанятияПроституцией_Таманской,2,000000100000010000000000011000000001
13132,московскогоВысшего_Карточках,1,0000000000100000011000000001
13133,ВФШ_9177,0,00110001
13134,совместногоучения_0,3,0000000000100000111
13135,СибирскогоРегиональногоЦентра_арктике,2,0000000001000000000000100000110000001
13136,конкурсе_2,0,0000000111
13137,увеличению_0181,0,000000000110001
13138,ПамятникуПожарнымСпасателям_дальняяавиация,2,000000001000000010000000001100000000000001
13139,добровольноепожарноеобщество_автомобилях,3,0000000000010000000100000001100000000001
13140,административногоокруга_5,3,0000000000000000100000111
13141,Небо_Студии,1,00011000001
13142,ФлотовКаспийскойФлотилии_приуроченная,2,0000010000000001000000011000000000001
13143,КХБ_0520,0,00110001
13144,ГодаБудут_Помещения,2,0001000011000000001
13145,ЖителиСтолицы_5,2,000001000000111
13146,ЦВДЗ_открывает,0,00011000000001
13147,ПровелиАкциюПолицейский_Тренажерах,2,0000001000010000000000110000000001
13148,ОТНПХ_Женщинам,0,00001100000001
13149,силсредстврсчс_Прорыв,3,001000000100011000001
13150,территориимосковскойОбласти_западной,1,000000000100000000010000001100000001
13151,сергейшойгуглава_бурятии,3,000001000010000110000001
13152,мастеркласса_7909,3,00000100000110001
13153,членовсемей_Пожилой,3,0000010000110000001
13154,местопроведения_Ткзвезда,3,000010000000001100000001
13155,НЭП_Обеспечат,0,0011000000001
13156,сладкие_подтопленными,0,000000110000000000001
13157,летнегоуроженцаближнего_Народный,3,00000010000000100000001100000001
13158,Обеспечивают_059,1,0000000000011001
13159,управленияорганизацииДеятельности_Инспекции,1,0000000001000000000010000000000011000000001
13160,воздушногобоя_731,3,00000000010011001
13161,УслышалКрики_Целый,2,000000100001100001
13162,каждогочеловеказемле_зимняя,3,000000100000001000011000001
13163,Корреспондентов_7611,2,00000000000000110001
13164,наркотическимсредствомМарихуаной_подрастающего,1,0000000000001000000001000000000110000000000001
13165,совместноколлегамиУвд_старый,1,0000000010000000010011000001
13166,ШИЖБЕ_738,0,000011001
13167,зимнего_6,0,000000111
13168,ходеКоторых_Результатов,1,00010000001100000000001
13169,ЮОЕЙЦ_воздушном,0,000011000000001
13170,полицииначальникауправления_высадку,3,00000010000000001000000000110000001
13171,Легендарного_2887,1,00000000000110001
13172,ПочтовогоЯщика_челябинска,2,0000000010000110000000001
13173,ЗеленогоЦвета_Перехватчиков,2,000000010000110000000000001
13174,ЖОЦОО_8865,0,0000110001
13175,вашапосылка_Штат,3,0001000000110001
13176,ПодразделенияСпециальногоНазначения_некоторое,2,000000000000100000000000100000000011000000001
13177,средствГраждан_8158,1,0000001000000110001
13178,ТерриторииМосковскогоРегиона_косыгина,2,0000000001000000000010000001100000001
13179,УчастиеЗаместительНачальника_выбору,2,00000010000000000100000000011000001
13180,бумажныеписьма_Партию,3,000000010000011000001
13181,ТРЙ_962,0,0011001
13182,москвемайорвнутренней_вузов,3,000001000010000000001100001
13183,ИОТА_57,0,0001101
13184,Познавательную_98,1,00000000000001101
13185,почтовыхотделенияхмосквы_Действия,3,000000010000000001000001100000001
13186,неделиМвд_противотанковые,1,0000010011000000000000001
13187,Игру_73,2,0001101
13188,денежныепереводы_протоколов,3,000000010000000110000000001
13189,состояласьторжественнаяцеремония_Лучших,3,000000000100000000000010000000011000001
13190,декабрягода_1,3,0000001000111
13191,Артура_888,2,0000011001
13192,советаувдСао_представлять,1,0000010010011000000000001
13193,ИзданийВыемкаПисьменной_Минутой,2,0000001000001000000000110000001
13194,материальныйущербсоставил_даниил,3,00000000000100001000000011000001
13195,полицияновостиденьматери_Ними,3,00000010000001000000000110001
13196,полицияновостисзао_Подборкой,3,0000001000000100011000000001
13197,СвоихБлизких_Книг,2,00001000000110001
13198,АдминистративногоШтрафа_Связаны,2,0000000000000000100000110000001
13199,краски_102,0,0000011001
13200,ЭИПЭФ_2,0,0000111
13201,правилапожарнойБезопасности_Чрезвычайного,1,00000010000000100000000000110000000000001
13202,жителямосковскойОбласти_Билетов,1,0000010000000001000000110000001
13203,уроженцаближнегоЗарубежья_расходы,1,000000010000000100000000110000001
13204,ШИА_Живучесть,0,0011000000001
13205,участиеСотрудников_учреждения,1,00000010000000000110000000001
13206,представилличномусоставу_состоит,3,00000000010000001000000110000001
13207,РоссииПрошла_Суворовцев,2,00000100000110000000001
13208,поступилосообщениеразбойном_Фронтовых,3,0000000010000000010000000011000000001
13209,подразделенийстоличного_3,3,0000000000001000000000111
13210,НаркотиковМвдМвдроссии_исторической,2,00000000010010000000011000000000001
13211,ПускиКрылатых_поселках,2,0000100000001100000001
13212,немедленно_Отмечает,0,0000000001100000001
13213,сотрудниковмчсРоссии_потоки,1,000000000010010000011000001
13214,газ_опорный,0,00110000001
13215,пополнилсяисторией_Конкурс,3,00000000010000000110000001
13216,ЕЖЭРЮ_73,0,00001101
13217,ДевушкаЖелаем_Сзао,2,000000100000110001
13218,ведомствроссии_Успеха,3,000000010000011000001
13219,соответственно_Бандеролей,0,0000000000000110000000001
13220,изъятыйМатериал_внесли,1,0000001000000011000001
13221,провелселекторноеСовещание_победил,1,0000010000000000100000000110000001
13222,делаотношении_54,3,0001000000001101
13223,САЧЦ_Лесопожарной,0,00011000000000001
13224,ХраненииНаркотических_центров,2,00000001000000000000110000001
13225,КонвертыПервого_7,2,00000001000000111
13226,ЕАИ_4581,0,00110001
13227,валерия_Центры,0,00000011000001
13228,ШТУ_Блокировали,0,001100000000001
13229,Условиями_9351,1,00000000110001
13230,напомниливодителям_02,3,000000001000000001101
13231,ФВВЯЧ_61,0,00001101
13232,Видом_35,2,00001101
13233,подъездахжилыхДомов_Перемещении,1,0000000010000100001100000000001
13234,кинологислужебными_88,3,000000010000000001101
13235,Арктическом_22,2,00000000001101
13236,формат_469,0,0000011001
13237,тысячквадратных_0,3,00001000000000111
13238,жителямосковскойобласти_Алексеем,3,00000100000000010000001100000001
13239,СотрудникамиПолицииУвд_Постановлением,2,0000000000010000001001100000000000001
13240,ЯЗРЛ_30,0,0001101
13241,сделайтерепостзаписи_тренировочного,3,00000001000001000001100000000000001
13242,ночногоВидения_6,1,0000001000000111
13243,второймировойВойны_Областей,1,000001000000100001100000001
13244,оэбипкувдВао_Полетов,1,00000100100110000001
13245,сотрудникиуправления_Кодом,3,00000000010000000001100001
13246,работыпочтыроссии_Глубинах,3,00000100001000001100000001
13247,аварийноспасательныеработы_Гран,3,0000000100000000000100000110001
13248,ЭХЛ_9495,0,00110001
13249,ЙЭВС_8,0,000111
13250,зенитныеРакетные_146,1,00000001000000011001
13251,современныхперспективных_120,3,0000000000100000000000011001
13252,ЖЯЦАЮ_Арт,0,000011001
13253,высшеговоенноморского_Окружения,3,0000001000001000000011000000001
13254,судуголовное_Организации,3,001000000001100000000001
13255,РезультатомМинСек_очередь,2,0000000000100100110000001
13256,Стандартов_Работникам,2,000000000110000000001
13257,МВЧ_735,0,0011001
13258,титовмвдроссии_8891,3,0000100000000110001
13259,проживанияроссийскойфедерации_Задержанной,3,00000000010000000001000000001100000000001
13260,ночипочтальонаАлексея_История,1,00010000000001000000110000001
13261,водабезопаснаяТерритория_Стиле,1,000100000000010000000001100001
13262,группировкиИгил_160,1,0000000000100011001
13263,мчсмчсроссииспасатели_территориями,3,0010000000010000000011000000000001
13264,полнойЭкипировке_3,1,000001000000000111
13265,психологическогообеспеченияувд_работает,3,000000000000000100000000001001100000001
13266,ценнымПодарком_8512,1,0000010000000110001
13267,всероссийскойакциимарта_сегодняшнего,3,000000000000100001000011000000000001
13268,ЯГА_Саперы,0,0011000001
13269,МедальюМвдРоссии_Прежнему,2,0000001001000001100000001
13270,силреспубликиБеларусь_Рабочую,1,00100000000010000000110000001
13271,наиболеевероятно_35,3,0000000100000001101
13272,ПодозреваемогоГрабеже_6247,2,00000000000001000000110001
13273,Дате_Саперов,1,000110000001
13274,ЗЭТЛ_Мс,0,0001101
13275,почтовойсмены_Переходов,3,00000001000011000000001
13276,МРР_ввмурэ,0,0011000001
13277,массойграммовДанному_Которого,1,00000100000010000001100000001
13278,протяжениимногихлет_гонкам,3,00000000010000010011000001
13279,худощавого_Шуанляо,0,000000000110000001
13280,культурномумногообразиюстолицы_заболеваний,3,000000000010000000000010000001100000000001
13281,любуюточкуроссии_Миссии,3,00001000010000011000001
13282,военногоДвойного_Лужники,1,000000010000000110000001
13283,ЩФСГ_125,0,00011001
13284,вестибюлестанцииметро_Корвета,3,00000000100000010000110000001
13285,гражданиномЛицом_8,1,000000000010000111
13286,медицинскаяэстафета_впервые,3,000000000010000000110000001
13287,главаминобороны_06,3,000010000000001101
13288,дорогахстолицы_41,3,00000010000001101
13289,ЧХРТЭ_Отметили,0,00001100000001
13290,оперативныхМероприятий_99,1,0000000000100000000001101
13291,ЙПЙО_058,0,00011001
13292,южномокруге_обсуждали,3,000010000011000000001
13293,течениегода_Подарков,3,00000010001100000001
13294,деятельностиВооруженных_769,1,000000000001000000000011001
13295,МУН_остались,0,001100000001
13296,КонкурсаВерный_Выявленных,2,0000000100000110000000001
13297,гуурмвдроссии_крюково,3,000100100000110000001
13298,данномуфактуследственным_Двум,3,00000010000100000000000110001
13299,тихоокеанскогофлотасоставе_Коррупцией,3,0000000000000100001000000110000000001
13300,эльбрусскоекольцоарми_Единственной,3,0000000000100000100011000000000001
13301,оперативнопрофилактическуюОперацию_шос,1,00000000010000000000000001000000011001
13302,ГазетыПетровка_9809,2,0000010000000110001
13303,мастероружейник_5338,3,00000100000000110001
13304,отделом_сербии,0,00000011000001
13305,производствосбытПересылку_тартус,1,00000000000100010000000011000001
13306,ПолицииНачальникУправления_Ормвд,2,00000010000000010000000001100001
13307,юбилеемветеранавеликой_Великого,3,0000001000000010000001100000001
13308,статьипредусматриваетНаказание_Востока,1,00000100000000000000100000000110000001
13309,отделмвдроссии_федосеев,3,00001001000001100000001
13310,ЗХТЮЗ_Крыше,0,00001100001
13311,заседаниеобщественногоСовета_Мнения,1,00000000100000000000010000011000001
13312,ПринялиУчастиеТысяч_прыжков,2,000000100000010000110000001
13313,вниманиеуделялось_Памяти,3,000000010000000011000001
13314,МосквыСотрудниками_51,2,000001000000000001101
13315,Сумку_Времени,2,0000110000001
13316,РКЗ_важных,0,0011000001
13317,чистоенебо_426,3,00000100011001
13318,Попытку_Спать,2,0000001100001
13319,письмаПосылки_Лучшийурокписьма,1,000001000000110000000000000001
13320,ЧСО_Вкс,0,0011001
13321,миру_7,0,000111
13322,автодорога_писем,3,0001000001100001
13323,полицииликвидировали_9,3,0000001000000000000111
13324,СЯИ_4,0,00111
13325,полицейскийновостисми_семейный,3,000000000010000001001100000001
13326,ВолосыРусые_неделя,2,000001000011000001
13327,конкурсатанковыйбиатлон_успела,3,000000010000000100000011000001
13328,ЗдоровыйОбразЖизни_Уделяется,2,0000000100001000011000000001
13329,воинсодружества_Подписано,3,0001000000000011000000001
13330,штурма_6657,0,00000110001
13331,ВИН_83,0,001101
13332,севернаяОсетия_1985,1,0000000100000110001
13333,ЦСП_посещают,0,001100000001
13334,встречиабитуриентамигода_Применяется,3,000000100000000000010001100000000001
13335,районуфилиДавыдково_реки,1,000001000100000000110001
13336,приятныйсюрприз_1506,3,00000001000000110001
13337,медицинскогоосвидетельствования_стороне,3,000000000001000000000000000000110000001
13338,ТУУ_Альбоме,0,00110000001
13339,районузадержали_6,3,00000100000000111
13340,москвеТерритории_775,1,00000100000000011001
13341,российскойфедерациичисле_прекрасными,3,000000000100000000100001100000000001
13342,ВремяРаботы_7596,2,0000100000110001
13343,ОбороныРоссииГенерал_Прекрасные,2,0000001000001000000110000000001
13344,БХЩЗ_Тестовом,0,0001100000001
13345,БезопасногоПоведения_7876,2,0000000000100000000110001
13346,первоймировойВойны_минно,1,000001000000100001100001
13347,деяния_тематике,0,000001100000001
13348,свышеграммов_0843,3,00001000000110001
13349,участникимероприятия_лежит,3,00000000100000000001100001
13350,Пенсионерам_54,1,00000000001101
13351,соответствиидействующимзаконодательством_Высокого,3,0000000000010000000000100000000000000001100000001
13352,этапеКонкурса_58,1,0000100000001101
13353,РДП_устюг,0,001100001
13354,прошлацеремония_70,3,000001000000001101
13355,ходеучениязапад_нем,3,0001000001000011001
13356,амфибия_Многократно,0,0000001100000000001
13357,участиеПроведении_8625,1,0000001000000000110001
13358,СуворовскогоВоенногоУчилища_Озере,2,000000000001000000010000001100001
13359,авиацииРоссии_нашел,1,0000001000001100001
13360,огневойподдержки_несовершеннолетней,3,00000010000000011000000000000000001
13361,ЛТМ_9021,0,00110001
13362,вертолетовармейскойавиации_Голову,3,000000000100000000100000011000001
13363,УвдВаоЗадержали_новогоднее,2,00100100000000110000000001
13364,законныхинтересов_минные,3,000000010000000011000001
13365,Сокращения_703,2,00000000011001
13366,уголкахнашейстраны_наращивать,3,00000010000100000110000000001
13367,Сибирской_4,2,00000000111
13368,НарушениеПравил_81,2,000000001000001101
13369,восточноговоенного_комплексом,3,00000000010000000110000000001
13370,часовгода_7,3,00001000111
13371,СообщилаРуководительПресс_киевского,2,00000001000000000001000011000000001
13372,россииГоловинскому_любой,1,000001000000000001100001
13373,ЭСТ_231,0,0011001
13374,Руденко_22,1,0000001101
13375,рассказываем_марках,0,0000000000011000001
13376,артистРоссии_Британские,1,00000100000110000000001
13377,городахстраны_72,3,0000001000001101
13378,университетамвдроссии_первый,3,0000000000010010000011000001
13379,новогоучебногогода_Сравнению,3,0000010000000100011000000001
13380,Операция_мотострелковых,2,00000001100000000000001
13381,Взаимодействие_Признание,2,000000000000011000000001
13382,комулибоИзвестно_Центре,1,00010001000000011000001
13383,РегионахРоссии_выступлений,2,00000001000001100000000001
13384,ГодаПочтаРоссии_Пешком,2,0001000010000011000001
13385,ПодозрениюПокушенииСбыт_Розыск,2,000000000100000000100011000001
13386,петровкаНаграждение_6661,1,000000010000000000110001
13387,вынесенобвинительныйприговор_Угрозе,3,00000010000000000001000000011000001
13388,фактуследственнымУправлением_исключение,1,000010000000000010000000000110000000001
13389,северо_026,0,0000011001
13390,СистемыПредупрежденияРакетном_батареи,2,0000001000000000000010000000110000001
13391,Бортового_528,1,0000000011001
13392,желающих_8,0,0000000111
13393,среднегоТелосложения_Кубка,1,00000001000000000001100001
13394,ВоенноВоздушныхСил_Спецгашение,2,000001000000001001100000000001
13395,федеральнойпротивопожарнойСлужбы_Общественники,1,0000000000100000000000000100000110000000000001
13396,ЩКЗУЖ_3,0,0000111
13397,ПочтовыеФинансовыеУслуги_тактическая,2,000000010000000001000001100000000001
13398,политическогоорденакрасной_Полковник,3,000000000000100000100000011000000001
13399,РоссииАлександр_79,2,000001000000001101
13400,задержалитроихподозреваемых_Границы,3,00000000100001000000000000110000001
13401,прибывшиеместопроисшествия_план,3,0000000010000100000000000110001
13402,участникикоторой_Выпускники,3,000000001000000110000000001
13403,подразделенияМчс_Нетерпением,1,0000000000001001100000000001
13404,семейныйпарольКодовое_метра,1,000000010000010000001100001
13405,уголкахнашейстраны_Лодка,3,000000100001000001100001
13406,наказаниепредусмотренноеданное_инициативы,3,00000000100000000000000100000110000000001
13407,СпасательнойТехники_97,2,0000000000010000001101
13408,ЦПИЖР_Принимающих,0,00001100000000001
13409,дистанциюВыбирать_029,1,000000001000000011001
13410,авиационныхсухопутныхЧастей_Жители,1,0000000000100000000010000011000001
13411,учениямисвязанными_Разместить,3,00000001000000000110000000001
13412,КонкурсаМорскойДесант_Вопросах,2,000000010000001000001100000001
13413,москвемосковскойобласти_Майских,3,0000010000000001000000110000001
13414,ПодпискиНевыездеНастоящее_сопровождении,2,000000010000000100000000110000000000001
13415,памяткамчсмчсМчсроссии_Валерий,1,000000000100100000000110000001
13416,Общие_1,1,0000111
13417,участникамакции_64,3,000000000100001101
13418,ЩДГ_Делятся,0,00110000001
13419,севернаяосетия_предложить,3,0000000100000110000000001
13420,ограниченнымифизическимивозможностями_Миноносец,3,00000000000010000000000100000000000011000000001
13421,САМДШ_штук,0,0000110001
13422,ЦЙТО_специалистам,0,00011000000000001
13423,ом_террористами,0,011000000000001
13424,филиалафгуп_2,3,0000001000111
13425,Узнаете_5911,2,000000110001
13426,Мясницкой_66,1,000000001101
13427,БШЯЛ_Скором,0,00011000001
13428,городах_повреждений,0,0000001100000000001
13429,ЖЭА_5,0,00111
13430,участниковдорожногодвижения_дпс,3,0000000001000000001000000011001
13431,ЭЮЛ_расстояния,0,00110000000001
13432,девичьегополяПерекрестка_Летом,1,000000001000100000000001100001
13433,УроженцаБлижнегоЗарубежья_детском,2,000000010000000100000000110000001
13434,уголовногоделаотношении_осуществлялась,3,00000000010001000000001100000000000001
13435,ТГЩ_слова,0,001100001
13436,петровкаполицияНаркотики_бланк,1,000000010000001000000001100001
13437,подозреваемогоизбранаМера_рабочие,1,000000000000010000001000110000001
13438,ТАЦЮ_помогают,0,0001100000001
13439,РНЦРБ_1,0,0000111
13440,БГЗМ_Женщину,0,000110000001
13441,аварийновосстановительныхработ_Вес,3,0000000100000000000000001000011001
13442,Заведения_4,1,00000000111
13443,открыткувыпущенную_95,3,000000010000000001101
13444,сторожевойкорабль_1334,3,0000000001000000110001
13445,ДальнейшихУспехов_Этапом,2,000000000100000011000001
13446,словарьмчсмчс_9192,3,000000000100110001
13447,принялиучастиечеловек_Удобно,3,0000001000000100000011000001
13448,пройдетОктября_6615,1,0000001000000110001
13449,рискуясобственнойжизнью_Особого,3,0000010000000000100000110000001
13450,ВладимирПучковПроверил_ответа,2,00000001000001000000011000001
13451,ФНИЩ_кадетское,0,00011000000001
13452,наряда_6523,0,00000110001
13453,погибшихвыполнениислужебных_девочки,3,00000001000000000100000000110000001
13454,ГЛМЗ_уголовное,0,00011000000001
13455,республикитатарстан_9723,3,000000000100000000110001
13456,кадетскомУчилище_0083,1,000000001000000110001
13457,главпочтамтах_Музеи,0,0000000000001100001
13458,подпискулюбимыегазеты_гуур,3,00000001000000100000110001
13459,КаждыйЖелающийОформить_Вернуть,2,000001000000010000000110000001
13460,питомец_51,0,0000001101
13461,ЦентрУправленияКризисных_хулиганство,2,000010000000001000000001100000000001
13462,ФлотаСоставе_6,2,00001000000111
13463,прессцентре_8796,3,0000100000110001
13464,транспортнымсредствомцели_Осмотра,3,000000000001000000001000110000001
13465,дверейУчащихся_Летию,1,00000100000001100001
13466,задержаличетверыхПодозреваемых_говорил,1,00000000100000001000000000000110000001
